,obsnm,station_name,gauge_id,mggvcd,bbsncd,sbsncd,obsopndt,obskdcd,river,area,rvwdt,bedslp,rvmjctdis,wsrdis,addr,longitude_dms,latitude_dms,tmx,tmy,altitude,wltel,tdeyn,mxgrd,sistartobsdh,siendobsdh,olstartobsdh,olendobsdh,longitude,latitude,country,source
1115,임실군(호암교),Imsilgun(Hoamgyo),4001620,한국수자원공사,섬진강,400105,1990-12-15,T/M,,364.3,,,177.4,,전북특별자치도 임실군 신평면 호암리 호암교,127-14-27,35-39-19 ,221809,239822,201.064,211.086,N,7.5,1990052000,2025111001,19900519,20251109,127.24083333333333,35.655277777777776,South Korea,WAMIS Open API
1116,임실군(임운교),Imsilgun(Imungyo),4001628,한국수자원공사,섬진강,400105,2018-12-01,T/M,,,,,,,전북특별자치도 임실군 운암면 학암리 임운교,127-12-17,35-36-40 ,218549,234915,204.221,188.778,N,9,,,,,127.20472222222223,35.611111111111114,South Korea,WAMIS Open API
1117,순창군(운암교),Sunchanggun(Unamgyo),4001660,한국수자원공사,섬진강,400108,1990-12-15,T/M,추령천,134.0,,,154.2,,전북특별자치도 순창군 쌍치면 운암리 운암교,127-00-50,35-30-13 ,201260,222968,217.445,226.61,N,8,1990052000,2025111001,19900519,20251109,127.01388888888889,35.50361111111111,South Korea,WAMIS Open API
1118,임실군(섬진강댐),Imsilgun(Seomjingangdam),4002605,한국수자원공사,섬진강,400201,1990-12-15,T/M,섬진강,763.0,,,132.4,,전북특별자치도 임실군 강진면 용수리 산5,127-06-35,35-32-27 ,209950,227103,0.0,200.099,N,198,1990052000,2025111001,19900519,20251109,127.10972222222222,35.54083333333333,South Korea,WAMIS Open API
1119,임실군(회문리),Imsilgun(Hoemunri),4002610,한국수자원공사,섬진강,400201,1990-12-15,T/M,섬진강,776.0,,,126.3,,전북특별자치도 임실군 덕치면 회문리 88-5,127-08-16,35-31-18 ,212497,224980,123.952,130.613,N,7,1990052000,2025111001,19900519,20251109,127.13777777777779,35.52166666666667,South Korea,WAMIS Open API
1120,임실군(너다리교),Imsilgun(Neodarigyo),4002613,기후에너지환경부,섬진강,400201,2024-12-16,T/M,갈담천,17.46,,,7.59,,전라북도 임실군 청웅면  구고리 1046-35,127-12-12,35-34-02 ,218458,230076,152.97,157.98,N,,2025010100,2025111002,20241231,20251110,127.20333333333333,35.56722222222223,South Korea,WAMIS Open API
1121,임실군(강동교),Imsilgun(Gangdonggyo),4002620,기후에너지환경부,섬진강,400201,2023-01-01,T/M,갈담천,66.3,,,.97,,전북특별자치도 임실군 강진면 갈담리,127-09-37,35-31-40 ,214537,225661,125.355,133.161,N,,2022122914,2025111002,20221229,20251110,127.16027777777778,35.52777777777778,South Korea,WAMIS Open API
1122,임실군(일중리),Imsil(Iljungri),4002640,기후에너지환경부,섬진강,400201,1962-06-01,T/M,섬진강,854.87,210,,127.91,,전북특별자치도 임실군 덕치면 일중리 568,127-08-60,35-29-47 ,213610,222177,114.547,125.29,N,10,1963061918,2025111002,19621201,20251110,127.15,35.49638888888889,South Korea,WAMIS Open API
1123,임실군(일중새마을교),Imsilgun(Iljungsaemaeulgyo),4002660,기후에너지환경부,섬진강,400202,2024-12-16,T/M,치천,86.15,,,.87,,전라북도 임실군 덕치면  일중리 568,127-08-39,35-29-09 ,213032,221067,121.35,129.44,N,,2025010100,2025111002,20241231,20251110,127.14416666666668,35.48583333333333,South Korea,WAMIS Open API
1124,순창군(평남리),Sunchanggun(Pyeongnamri),4002690,기후에너지환경부,섬진강,400203,1970-10-01,T/M,섬진강,998.97,,,111.32,,전북특별자치도 순창군 적성면 평남리,127-12-57,35-25-25 ,219601,214114,78.264,89.75,N,5,1973080306,2025111002,19730101,20251110,127.21583333333334,35.42361111111111,South Korea,WAMIS Open API
1125,장남,Jangnam,4003615,한국농어촌공사,섬진강,400301,2005-07-21,T/M,,22.8,,,5.25,,전북특별자치도 장수군 번암면 국포리 900,127-25-03,35-33-43 ,237851,229520,,,N,,,,,,127.4175,35.56194444444444,South Korea,WAMIS Open API
1126,임실군(오수교),Imsilgun(Osugyo),4003630,기후에너지환경부,섬진강,400301,2022-01-01,T/M,둔남천,74.25,,,.81,,전북특별자치도 임실군 오수면 오수리,127-19-29,35-32-30 ,229447,227239,117.1,123.24,N,,2021122900,2025111002,20211228,20251110,127.32472222222222,35.541666666666664,South Korea,WAMIS Open API
1127,임실군(신기교),Imsilgun(Singigyo),4003650,기후에너지환경부,섬진강,400302,2012-01-01,T/M,,160.61,,,16.94,,전북특별자치도 임실군 오수면 신기리 398-1천 신기교,127-19-29,35-30-28 ,229459,223479,107.995,115.3,N,8,2011122610,2025111002,20111226,20251110,127.32472222222222,35.507777777777775,South Korea,WAMIS Open API
1128,순창군(현포리),Sunchanggun(Hyunpori),4003690,기후에너지환경부,섬진강,400303,1970-01-01,T/M,,357.66,,,33.66,,전북특별자치도 순창군 동계면 현포리,127-14-43,35-26-22 ,222271,215877,84.353,90.77,N,6,1973080209,2025111002,19730101,20251110,127.24527777777777,35.43944444444444,South Korea,WAMIS Open API
1129,순창군(유적교),Sunchanggun(Yujeokgyo),4004615,기후에너지환경부,섬진강,400401,1917-03-01,T/M,섬진강,1389.45,,,105.63,,전북특별자치도 순창군 적성면 고원리 928 유적교,127-12-33,35-23-34 ,219003,210691,72.685,81.32,N,11,1919090320,2025111002,19170301,20251110,127.20916666666668,35.39277777777778,South Korea,WAMIS Open API
1130,순창군(옥천교),Sunchanggun(Okcheongyo),4004630,기후에너지환경부,섬진강,400402,1986-12-26,T/M,경천,44.33,,,9.54,,전북특별자치도 순창군 순창읍 순화리 옥천교,127-08-00,35-22-29 ,212116,208676,84.92,91.25,N,6,1989010101,2025111002,19630218,20251110,127.13333333333334,35.374722222222225,South Korea,WAMIS Open API
1131,순창군(유풍교),Sunchanggun(Yupunggyo),4004640,기후에너지환경부,섬진강,400402,2010-01-01,T/M,경천,132.33,,,.95,,전북특별자치도 순창군 풍산면 두승리 유풍교,127-11-04,35-21-33 ,216764,206958,69.021,78.88,N,8,2009112909,2025111002,20091129,20251110,127.18444444444445,35.35916666666667,South Korea,WAMIS Open API
1132,곡성군(합강교),Gokseonggun(hapganggyo),4004650,기후에너지환경부,섬진강,400403,2009-01-01,T/M,옥과천,131.04,,,.29,,전라남도 곡성군 옥과면 합강리 합강교,127-10-50,35-19-19 ,216418,202827,64.826,73.35,N,4.5,2008122910,2025111002,20081229,20251110,127.18055555555556,35.32194444444445,South Korea,WAMIS Open API
1133,남원시(신덕리),Namwonsi(Sindeokri),4004660,기후에너지환경부,섬진강,400404,1962-07-01,T/M,섬진강,1756.44,,,90.48,,전북특별자치도 남원시 대강면 신덕리,127-12-59,35-19-53 ,219674,203882,58.88,68.08,N,9.7,1963061917,2025111002,19621109,20251110,127.21638888888889,35.331388888888895,South Korea,WAMIS Open API
1134,곡성군(용두교),Gokseonggun(Yongdugyo),4004680,기후에너지환경부,섬진강,400403,2023-01-01,T/M,옥과천,53.68,,,8.78,,전라남도 곡성군 옥과면 리문리,127-08-07,35-16-17 ,212308,197212,81.62,87.82,N,,2022122914,2025111002,20221229,20251110,127.13527777777779,35.271388888888886,South Korea,WAMIS Open API
1135,곡성군(금곡교),Gokseonggun(geumgokgyo),4004690,기후에너지환경부,섬진강,400404,1997-03-01,T/M,섬진강,1795.71,213,,81.87,,전북특별자치도 남원시 금지면 귀석리 718-4 금곡교,127-17-45,35-18-41 ,226903,201682,46.688,56.91,N,9,1997031300,2025111002,19970101,20251110,127.29583333333333,35.311388888888885,South Korea,WAMIS Open API
1136,장남,JANG NAM,4005620,한국농어촌공사,만경ㆍ동진,330204,1988-03-01,보통,,,,,,,전북특별자치도 장수군 번암면 국포리,126-46-48,35-33-31 ,,,370.0,,N,30,,,19880101,20051231,126.78,35.558611111111105,South Korea,WAMIS Open API
1137,용림,Yongrim,4005624,한국농어촌공사,섬진강,400502,2008-12-09,T/M,,15.2,,,13.6,,전북특별자치도 장수군 장수읍 덕산리 670,127-33-06,35-36-32 ,249985,234789,,,N,,,,,,127.55166666666666,35.60888888888889,South Korea,WAMIS Open API
1138,장수군(동화저수지),Jangsugun(Donghwajeosuji),4005627,기후에너지환경부,섬진강,400501,2021-01-01,T/M,백운천,58.8,,,1.42,,전북특별자치도 장수군 번암면 죽림리,127-32-19,35-32-44 ,248840,227755,0.0,326.74,N,,2020030516,2025111002,20200305,20251110,127.53861111111111,35.54555555555555,South Korea,WAMIS Open API
1139,동화,Donghwa,4005628,한국농어촌공사,섬진강,400501,2007-11-06,T/M,,58.8,,,1.7,,전북특별자치도 장수군 번암면 죽림리 336,127-32-17,35-32-45 ,248790,227786,,,N,,,,,,127.53805555555556,35.545833333333334,South Korea,WAMIS Open API
1140,동화,Donghwa,4005630,한국농어촌공사,섬진강,400502,2002-01-01,보통,요천,,,,,0,전북 장수군 번암면 동화리,127-32-06,35-32-38 ,248514,227569,279.0,,N,43.6,,,,,127.535,35.54388888888889,South Korea,WAMIS Open API
1141,장수군(번암교),Jangsugun(Beonamgyo),4005633,기후에너지환경부,섬진강,400502,2024-12-16,T/M,요천,128.66,,,37.56,,전라북도 장수군 번암면  노단리 1591,127-32-42,35-31-58 ,249352,226433,242.92,248.65,N,,2025010100,2025111002,20241231,20251110,127.545,35.532777777777774,South Korea,WAMIS Open API
1142,남원시(월석교),Namwonsi(Wolseokgyo),4005645,기후에너지환경부,섬진강,400502,2010-01-01,T/M,요천,167.35,,,35.8,,전북특별자치도 남원시 산동면 월석리 월석교 하류,127-30-52,35-29-52 ,246677,222443,193.531,201.19,N,7.5,2009112909,2025111002,20091129,20251110,127.51444444444445,35.49777777777778,South Korea,WAMIS Open API
1143,남원시(요천교),Namwonsi(Yocheongyo),4005660,기후에너지환경부,섬진강,400503,1973-01-01,T/M,요천,221.35,,,26.33,,전북특별자치도 남원시 이백면 남계리 요천교,127-26-10,35-27-19 ,239590,217693,131.877,137.44,N,6,1973080305,2025111002,19730110,20251110,127.43611111111112,35.45527777777778,South Korea,WAMIS Open API
1144,남원시(동림교),Namwonsi(Dongrimgyo),4005670,기후에너지환경부,섬진강,400504,1990-03-12,T/M,요천,317.09,155,,19.45,,전북특별자치도 남원시 신촌동 460,127-23-29,35-24-31 ,235551,212498,93.853,100.96,N,5,1990070313,2025111002,19621109,20251110,127.3913888888889,35.40861111111111,South Korea,WAMIS Open API
1145,남원시(구암교),Namwonsi(Guamgyo),4005675,기후에너지환경부,섬진강,400504,2024-12-16,T/M,광치천,13.55,,,4.66,,전라북도 남원시 향교동  986-1,127-23-11,35-25-15 ,235091,213853,100.75,106.7,N,,2025010100,2025111002,20241231,20251110,127.3863888888889,35.420833333333334,South Korea,WAMIS Open API
1146,남원시(요천대교),Namwonsi(Yocheondaegyo),4005690,기후에너지환경부,섬진강,400504,2001-09-06,T/M,요천,472.81,,,5.39,,전북특별자치도 남원시 송동면 세전리 요천대교,127-18-41,35-19-08 ,228315,202518,48.672,58.55,N,10,2001090500,2025111002,20010901,20251110,127.31138888888889,35.31888888888889,South Korea,WAMIS Open API
1147,곡성군(고달교),Gokseonggun(Godalgyo),4006660,기후에너지환경부,섬진강,400601,1990-03-12,T/M,섬진강,2333.05,,,77.49,,전라남도 곡성군 고달면 뇌죽리 고달교 상류,127-19-47,35-17-41 ,229991,199842,43.681,55.36,N,10,1990062800,2025111002,19900627,20251110,127.32972222222222,35.29472222222222,South Korea,WAMIS Open API
1148,곡성군(충의교),Gokseonggun(Chunguigyo),4006667,기후에너지환경부,섬진강,400602,2023-01-01,T/M,곡성천,25.28,,,3.06,,전라남도 곡성군 곡성읍 묘천리,127-17-52,35-16-41 ,227091,197984,51.94,57.11,N,,2022122914,2025111002,20221229,20251110,127.29777777777778,35.278055555555554,South Korea,WAMIS Open API
1149,곡성군(예성교),Gokseonggun(Yeseonggyo),4006680,기후에너지환경부,섬진강,400902,1917-03-01,T/M,섬진강,2474.03,,,64,,전라남도 곡성군 오곡면 압록리,127-22-27,35-11-55 ,234074,189193,27.38,49.15,N,16,1919090116,2025111002,19170301,20251110,127.37416666666665,35.198611111111106,South Korea,WAMIS Open API
1150,보성군(두슬교),Boseonggun(Duseulkyo),4007610,기후에너지환경부,섬진강,400702,2024-07-01,T/M,봉화천,32.9,,,3.38,,전라남도 보성군 보성읍  옥평리 548-1,127-05-44,34-45-50 ,208748,140905,133.18,138.37,N,,2024070113,2025111002,20240701,20251110,127.09555555555555,34.763888888888886,South Korea,WAMIS Open API
1151,죽동교,Juk Dong Kyo,4007615,한국수력원자력,섬진강,400702,2013-11-30,T/M,보성강,246.5,,,16.63,,전라남도 장흥군 장평면 녹양리,127-00-05,34-47-34 ,200127,144105,143.22,152.15,N,,2016071213,2025111002,20160712,20251110,127.00138888888888,34.79277777777778,South Korea,WAMIS Open API
1152,보성군(돈다교),Boseonggun(Dondagyo),4007616,기후에너지환경부,섬진강,400702,2022-01-01,T/M,보성강,159.38,,,92.24,,전라남도 보성군 노동면 감정리,127-01-49,34-47-31 ,202771,144014,135.168,144.14,N,,2021122900,2025111002,20211228,20251110,127.03027777777778,34.79194444444444,South Korea,WAMIS Open API
1153,보성교,Bo Seong Kyo,4007618,한국수력원자력,섬진강,400702,2019-12-20,T/M,봉화천,35.92,,,2.51,,전라남도 보성군 보성읍 옥평리 893-5 보성교(구),127-05-40,34-46-14 ,208646,141645,137.783,130.674,N,,2019122410,2025111001,20191224,20251110,127.09444444444443,34.77055555555555,South Korea,WAMIS Open API
1154,광곡교,,4007620,한국수력원자력,섬진강남해,410106,2013-12-30,T/M,,198.7,140,,5.16,,전라남도 보성군 노동면 광곡리 117-8,127-04-25,34-47-42 ,206762,144355,127.3,136.76,N,,2010092914,2025111002,20100929,20251110,127.0736111111111,34.794999999999995,South Korea,WAMIS Open API
1155,보성강댐,BosunggangDam,4007623,한국수력원자력,섬진강남해,410106,1986-01-06,보통,보성강,275.0,,,141.77,,전라남도 보성군 겸백면 용산리 220,127-09-14,34-47-02 ,214085,143131,,130.22,N,,,,,,127.1538888888889,34.78388888888889,South Korea,WAMIS Open API
1156,보성군(보성강댐),Boseonggun(Boseonggangdam),4007625,한국수자원공사,섬진강,400702,1991-07-01,T/M,보성강,275.0,,,53.7,,전라남도 보성군 겸백면 용산리 산 35-1,127-08-42,34-48-19 ,213268,145502,0.0,,N,130,1990052000,2025111001,19900519,20251110,127.14500000000001,34.805277777777775,South Korea,WAMIS Open API
1157,보성군(가장교),Boseonggun(Gajanggyo),4007630,한국수자원공사,섬진강,400703,1991-07-01,T/M,보성강,298.1,,,48.7,,전라남도 보성군 겸백면 석호리 758,127-08-51,34-49-52 ,213493,148368,111.25,119.775,N,11,1990052000,2025111001,19900519,20251109,127.14750000000001,34.83111111111111,South Korea,WAMIS Open API
1158,화순군(동복댐),Hwasungun(Dongbokdam),4007660,한국수자원공사,섬진강,400705,1991-07-01,T/M,동복천,189.0,,,21.5,,전라남도 화순군 동복면 연월리 산127-2,127-06-09,35-04-57 ,209348,176252,0.0,,N,172,1990070614,2025111001,19900519,20251109,127.10249999999999,35.0825,South Korea,WAMIS Open API
1159,화순군(만수교),Hwasungun(Mansugyo),4007661,기후에너지환경부,섬진강,400705,2022-01-01,T/M,동복천,192.63,,,19.96,,전라남도 화순군 동복면 연월리,127-06-10,35-04-42 ,209373,175790,129.449,137.46,N,,2021122900,2025111002,20211228,20251110,127.10277777777777,35.07833333333333,South Korea,WAMIS Open API
1160,화순군(용리교),Hwasungun(Yongrigyo),4007670,한국수자원공사,섬진강,400705,1996-08-22,T/M,동복천,267.3,,,11,,전라남도 화순군 남면 용리,127-06-49,35-01-36 ,210368,170059,115.51,117.73,N,6,1993081318,2025111001,19930813,20251109,127.11361111111111,35.026666666666664,South Korea,WAMIS Open API
1161,순천시(주암댐),Suncheonsi(Juamdam),4007695,한국수자원공사,섬진강,400707,1991-07-01,T/M,보성강,1010.0,,,26.5,,전라남도 순천시 주암면 구산리 786-1,127-14-13,35-03-42 ,221614,173962,0.0,104.643,N,114,1990052000,2025111001,19900519,20251109,127.23694444444445,35.06166666666666,South Korea,WAMIS Open API
1162,곡성군(압록3교),Gokseonggun(Amnok3gyo),4008603,한국수자원공사,섬진강,400802,2021-08-01,T/M,,,,,,,전라남도 곡성군 오곡면 압록리 압록3교,127-22-16,35-11-20 ,233800,188114,28.06,49.28,N,14.8,2025061816,2025111001,20250617,20251109,127.3711111111111,35.18888888888888,South Korea,WAMIS Open API
1163,순천시(광천교),Suncheonsi(Gwangcheongyo),4008650,한국수자원공사,섬진강,400801,1991-07-01,T/M,보성강,1012.0,,,24.8,,전라남도 순천시 주암면 구산리 811,127-14-13,35-04-33 ,221610,175534,61.311,69.981,N,7,1990052000,2025111001,19900519,20251109,127.23694444444445,35.075833333333335,South Korea,WAMIS Open API
1164,곡성군(목사동2교),Gokseonggun(Moksadong2gyo),4008655,한국수자원공사,섬진강,400801,2008-08-04,T/M,보성강,,,,,,전라남도 곡성군 목사동면 공북리 목사동2교,127-15-32,35-07-36 ,181212,223594,0.0,,N,,2008082910,2025111001,20080829,20251109,127.25888888888889,35.126666666666665,South Korea,WAMIS Open API
1165,곡성군(목사동1교),Gokseonggun(Moksadong1gyo),4008660,기후에너지환경부,섬진강,400801,2010-01-01,T/M,보성강,1193.48,,,11.84,,전라남도 곡성군 목사동면 평리 목사동1교,127-17-56,35-07-40 ,227243,181312,47.115,56.58,N,10,2009112909,2025111002,20091129,20251110,127.29888888888888,35.12777777777778,South Korea,WAMIS Open API
1166,동상,Dong Sang,4008661,한국농어촌공사,섬진강,400801,2007-11-16,T/M,,89.84,,,2.2,,전북특별자치도 완주군 동상면 대아리 39-7,127-16-27,35-07-05 ,224992,180227,,,N,,,,,,127.27416666666666,35.11805555555556,South Korea,WAMIS Open API
1167,곡성군(태안교),Gokseonggun(Taeangyo),4008670,기후에너지환경부,섬진강,400802,1996-03-01,T/M,보성강,1273.61,200,,5.38,,전라남도 곡성군 죽곡면 유봉리 549-24 태안교,127-20-48,35-09-37 ,231585,184931,37.625,48.86,N,9,1997031300,2025111002,19901001,20251110,127.34666666666666,35.16027777777778,South Korea,WAMIS Open API
1168,순천시(괴목3교),Suncheonsi(Keomok3kyo),4009601,기후에너지환경부,섬진강,400901,2024-07-01,T/M,황전천,132.28,,,9.51,,전라남도 순천시 황전면  괴목리 462-7,127-25-52,35-06-12 ,239306,178644,64.37,69.44,N,,2024070100,2025111002,20240630,20251110,127.43111111111112,35.10333333333333,South Korea,WAMIS Open API
1169,순천시(용서교),Suncheonsi(Yongseogyo),4009608,기후에너지환경부,섬진강,400901,2011-01-01,T/M,황전천,128.73,,,1.39,,전라남도 순천시 황전면 선변리 용서교,127-27-48,35-08-58 ,242220,183773,25.941,33.57,N,10,2010120916,2025111002,20101209,20251110,127.46333333333334,35.14944444444444,South Korea,WAMIS Open API
1170,구례군(구례교),Guryegun(Guryegyo),4009610,기후에너지환경부,섬진강,400902,1961-08-01,T/M,섬진강,3827.8,300,,55.52,,전라남도 구례군 구례읍 신월리 595-1 구례교,127-27-15,35-09-56 ,241377,185556,21.937,31.94,N,11,1963061917,2025111002,19630101,20251110,127.45416666666667,35.16555555555556,South Korea,WAMIS Open API
1171,구례군(문척교),Guryegun(Muncheokgyo),4009618,기후에너지환경부,섬진강,400902,2023-01-01,T/M,섬진강,3977.23,,,49.11,,전라남도 구례군 구례읍 봉서리,127-28-28,35-11-47 ,243208,188986,19.03,32.2,N,,2022122914,2025111002,20221229,20251110,127.47444444444444,35.19638888888888,South Korea,WAMIS Open API
