gauge_id,station_name,river,latitude,longitude,area,altitude,source,country
0-203-1-354100,Lesnice,Loučka,49.8831811,16.9409598,38.17,,CHMI Open Data,Czech Republic
0-203-1-390100,Rokytnice,Bečva,49.4548327,17.3810605,1598.79,,CHMI Open Data,Czech Republic
0-203-1-361100,Robinson,Rachava,49.703493,16.9940617,12.5,,CHMI Open Data,Czech Republic
0-203-1-105500,Obříství-jez,Labe,50.3017045,14.4824828,13611.376,,CHMI Open Data,Czech Republic
0-203-1-142000,Lčovice,Volyňka,49.1096887,13.8623728,242.45,,CHMI Open Data,Czech Republic
0-203-1-275100,Mariánské Hory-Ostrava,Odra,49.8484474,18.2330963,3710.5,,CHMI Open Data,Czech Republic
0-203-1-294300,Hať,Bečva,49.9437692,18.258254,18.25,,CHMI Open Data,Czech Republic
0-203-1-024200,Pastviny pod nádrží,Divoká Orlice,50.0670195,16.5509016,181.06,,CHMI Open Data,Czech Republic
0-203-1-134000,Týn nad Vltavou,Vltava,49.2308472,14.3861977,7825.08,,CHMI Open Data,Czech Republic
0-203-1-146000,Horní Záblatí,Blanice,49.003343,13.933401,138.67,,CHMI Open Data,Czech Republic
0-203-1-364500,Štarnov,Grygava,49.6719737,17.2680738,28.02,,CHMI Open Data,Czech Republic
0-203-1-084000,Vilémov,Jizera,50.729215,15.4209723,146.44,,CHMI Open Data,Czech Republic
0-203-1-456400,Býčí Skála I.,Křtinský potok,49.3051757,16.6941221,26.6,,CHMI Open Data,Czech Republic
0-203-1-294500,Istebna,Olše,49.5718778,18.8925998,34.86,,CHMI Open Data,Czech Republic
0-203-1-429500,Landštejn nad nádrží,Pstruhovec,49.0339799,15.2506348,6.2,,CHMI Open Data,Czech Republic
0-203-1-163310,Soutice,Želivka,49.7309198,15.0550972,1186.37,,CHMI Open Data,Czech Republic
0-203-1-210700,Bečov,Teplá,50.0936189,12.8416144,228.48,,CHMI Open Data,Czech Republic
0-203-1-009000,Obří důl,Úpa,50.7114678,15.7246737,8.95,,CHMI Open Data,Czech Republic
0-203-1-245300,Hřensko,Labe,50.8839672,14.2365,51262.24,,CHMI Open Data,Czech Republic
0-203-1-267000,Karlov,Moravice,50.0234755,17.2802805,20.72,,CHMI Open Data,Czech Republic
0-203-1-397200,Hamiltony,Velká Haná,49.310733,16.9680936,47.68,,CHMI Open Data,Czech Republic
0-203-1-402900,Kroměříž-JV,Morava,49.3031162,17.399065,7012.53,,CHMI Open Data,Czech Republic
0-203-1-060000,Pardubice,Labe,50.0429238,15.7720855,6020.47,,CHMI Open Data,Czech Republic
0-203-1-161500,Pelhřimov,Bělá,49.4337963,15.225649,97.99,,CHMI Open Data,Czech Republic
0-203-1-414100,Bojkovice nad nádrží,Kolelač,49.0545318,17.8564503,9.75,,CHMI Open Data,Czech Republic
0-203-1-307200,Žulová-lávka,Stříbrný potok,50.3055454,17.0927463,21.54,,CHMI Open Data,Czech Republic
0-203-1-437500,Grešlové Mýto,Jevišovka,48.9836507,15.8826785,112.7,,CHMI Open Data,Czech Republic
0-203-1-225500,Proboštov,Bystřice,50.663436,13.8212757,23.4,,CHMI Open Data,Czech Republic
0-203-1-202020,Libčice,Vltava,50.2100423,14.3559482,27320.99,,CHMI Open Data,Czech Republic
0-203-1-297000,Dolní Lomná,Lomná,49.5499364,18.7182231,50.17,,CHMI Open Data,Czech Republic
0-203-1-304410,Jarnoltowek,Zlatý potok,50.2859232,17.4280873,40.77,,CHMI Open Data,Czech Republic
0-203-1-482500,Pohansko,Dyje,48.7280891,16.87987,12540.71,,CHMI Open Data,Czech Republic
0-203-1-284200,Krásná,Mohelnice,49.5657692,18.4789297,18.55,,CHMI Open Data,Czech Republic
0-203-1-300000,Řeka,Ropičanka,49.6314695,18.5738563,8.93,,CHMI Open Data,Czech Republic
0-203-1-465100,Hubenov nad nádrží,Maršovský potok,49.4046176,15.472413,15.64,,CHMI Open Data,Czech Republic
0-203-1-057000,Rosice,Žejbro,49.9143163,15.9475391,78.4,,CHMI Open Data,Czech Republic
0-203-1-358000,Jevíčko,Malonínský potok,49.6267543,16.6706012,32.94,,CHMI Open Data,Czech Republic
0-203-1-375000,Zděchov,Rovenský potok,49.2638851,18.077298,1.88,,CHMI Open Data,Czech Republic
0-203-1-159310,VÚV-CH7 (levostranný přítok),Žebrákovský potok,49.7005465,15.3735359,0.46,,CHMI Open Data,Czech Republic
0-203-1-180500,Hamry,Úhlava,49.237923,13.1580841,44.82,,CHMI Open Data,Czech Republic
0-203-1-087960,Blatný rybník,Blatný potok,50.8082685,15.1708197,4.73,,CHMI Open Data,Czech Republic
0-203-1-445100,Rožná,Nedvědička,49.4756675,16.2437005,57.27,,CHMI Open Data,Czech Republic
0-203-1-253100,Petřvald,Lubina,49.708381,18.148651,164.79,,CHMI Open Data,Czech Republic
0-203-1-067000,Kutná Hora,Vrchlice,49.9338812,15.2583439,102.67,,CHMI Open Data,Czech Republic
0-203-1-300500,Cieszyn tok,Olše,49.746129,18.6298291,449.17,,CHMI Open Data,Czech Republic
0-203-1-154630,Štěchovice přístav,Vltava,49.8527242,14.4031661,13305.84,,CHMI Open Data,Czech Republic
0-203-1-196800,Králův Dvůr most,Litavka,49.9436451,14.0400435,566.74,,CHMI Open Data,Czech Republic
0-203-1-019000,Náchod,Metuje,50.4048658,16.157745,401.08,,CHMI Open Data,Czech Republic
0-203-1-433000,VD Vranov,Dyje,48.9040123,15.8215366,2212.96,,CHMI Open Data,Czech Republic
0-203-1-408000,Slušovice pod Všeminkou,Dřevnice,49.245278,17.7984876,88.94,,CHMI Open Data,Czech Republic
0-203-1-455095,Sloup,Žďárná,49.426964,16.7397019,12.19,,CHMI Open Data,Czech Republic
0-203-1-223000,Chotějovice,Bílina,50.5764586,13.7998826,538.49,,CHMI Open Data,Czech Republic
0-203-1-274600,Dolní Benešov,Mlýnská strouha,49.9235421,18.0646498,1.25,,CHMI Open Data,Czech Republic
0-203-1-265320,Brumovice,Hořina,50.0194301,17.7731879,31.52,,CHMI Open Data,Czech Republic
0-203-1-159320,VÚV-CH3,Žebrákovský potok,49.7031067,15.3818775,4.38,,CHMI Open Data,Czech Republic
0-203-1-486500,Osvětimany,Hruškovice,49.0592231,17.2467979,9.57,,CHMI Open Data,Czech Republic
0-203-1-266330,Karlov-Malá Morávka,Volárka,50.0253197,17.2565387,4.2,,CHMI Open Data,Czech Republic
0-203-1-365000,Domašov nad Bystřicí,Bystřice,49.7339838,17.4424568,97.05,,CHMI Open Data,Czech Republic
0-203-1-153500,Orlík pod nádrží,Vltava,49.607563,14.1807632,12105.96,,CHMI Open Data,Czech Republic
0-203-1-202500,Chržín,Bakovský potok,50.2967236,14.2659376,403.61,,CHMI Open Data,Czech Republic
0-203-1-470100,Dolní Bory-Olší,Oslava,49.4047494,16.0042776,215.71,,CHMI Open Data,Czech Republic
0-203-1-461500,Ochoz,Říčka (Zlatý potok),49.2421126,16.7330411,46.8,,CHMI Open Data,Czech Republic
0-203-1-268000,Malá Morávka,Bělokamenný potok,50.0347188,17.3098346,16.18,,CHMI Open Data,Czech Republic
0-203-1-292200,Radvanice-Ostrava,Lučina,49.8166506,18.3311186,186.5,,CHMI Open Data,Czech Republic
0-203-1-007000,Kuks,Labe,50.4004867,15.8915758,649.49,,CHMI Open Data,Czech Republic
0-203-1-386100,Střítež nad Bečvou,Maretka,49.4546642,18.071995,12.07,,CHMI Open Data,Czech Republic
0-203-1-247200,Spálov,Odra,49.7198565,17.7312058,315.47,,CHMI Open Data,Czech Republic
0-203-1-303100,Jindřichov,Osoblaha,50.2522628,17.5321748,21.34,,CHMI Open Data,Czech Republic
0-203-1-444000,Domanín,Bystřice,49.5428555,16.2051542,21.3,,CHMI Open Data,Czech Republic
0-203-1-457500,Modřice,Svratka,49.1415885,16.6279964,0.0,,CHMI Open Data,Czech Republic
0-203-1-452400,Prostřední Poříčí-Dolní Poříčí,Křetínka,49.5773264,16.4852117,98.54,,CHMI Open Data,Czech Republic
0-203-1-005900,Les Království nádrž,Labe,50.4581355,15.7679942,530.57,,CHMI Open Data,Czech Republic
0-203-1-246100,Kryštofovy Hamry,Přísečnice,50.4911535,13.1316874,46.53,,CHMI Open Data,Czech Republic
0-203-1-272000,Leskovec nad Moravicí,Moravice,49.8925716,17.5788512,463.23,,CHMI Open Data,Czech Republic
0-203-1-455200,Holštejn,Bílá voda,49.4032862,16.7794088,57.13,,CHMI Open Data,Czech Republic
0-203-1-419000,Kunovice,Olšava,49.0465543,17.46208,516.0,,CHMI Open Data,Czech Republic
0-203-1-294100,Bohumín-odběr Povodí Odry,Odra,49.9210744,18.3282505,4662.33,,CHMI Open Data,Czech Republic
0-203-1-278000,Podolanky-Čeladná,Čeladenka,49.4737975,18.3441588,11.34,,CHMI Open Data,Czech Republic
0-203-1-159400,VÚV-CH11,Žebrákovský potok,49.6976063,15.3827445,7.68,,CHMI Open Data,Czech Republic
0-203-1-371000,Kychová,Tisový potok,49.2765885,18.1673217,0.68,,CHMI Open Data,Czech Republic
0-203-1-374000,Kychová,Kychová,49.277331,18.1616565,4.16,,CHMI Open Data,Czech Republic
0-203-1-002500,Kamenný Mlýn,Malé Labe,50.6573267,15.6278219,11.8,,CHMI Open Data,Czech Republic
0-203-1-066200,Chedrbí,Klejnárka,49.8723276,15.3376329,63.99,,CHMI Open Data,Czech Republic
0-203-1-486600,Osvětimany,Klimentský potok,49.0584007,17.2470838,7.64,,CHMI Open Data,Czech Republic
0-203-1-261300,Karlovice,Opava,50.1091572,17.4381773,168.0,,CHMI Open Data,Czech Republic
0-203-1-301950,Zebrzydowice,Petrůvka,49.8800974,18.6133064,113.78,,CHMI Open Data,Czech Republic
0-203-1-451000,Moravská Chrastová,Svitava,49.6206627,16.5247721,0.0,,CHMI Open Data,Czech Republic
